"period","value","region","indID","source","dsID","is_number"
2002,2,"GEO","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2003,0,"GEO","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2004,0,"GEO","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2005,161,"GEO","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2006,88,"GEO","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2007,28,"GEO","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2008,35,"GEO","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2009,15,"GEO","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2010,5,"GEO","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2011,20,"GEO","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2012,0,"GEO","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2013,0,"GEO","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2000,1,"GHA","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2001,0,"GHA","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2002,41,"GHA","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2003,78,"GHA","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2004,1957,"GHA","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2005,1212,"GHA","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2006,10363,"GHA","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2007,15973,"GHA","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2008,13106,"GHA","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2009,852,"GHA","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2010,184,"GHA","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2011,479,"GHA","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2012,4867,"GHA","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2013,93,"GHA","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2000,47919,"GIN","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2001,77798,"GIN","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2002,40837,"GIN","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2003,29717,"GIN","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2004,34624,"GIN","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2005,29645,"GIN","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2006,54255,"GIN","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2007,6348,"GIN","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2008,475,"GIN","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2009,152,"GIN","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2010,117,"GIN","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2011,59,"GIN","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2012,5560,"GIN","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2013,397,"GIN","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2000,0,"GMB","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2001,2000,"GMB","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2002,0,"GMB","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2003,144,"GMB","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2004,360,"GMB","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2005,42,"GMB","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2006,46,"GMB","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2007,66,"GMB","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2008,260,"GMB","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2009,180,"GMB","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2010,31,"GMB","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2011,4,"GMB","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2012,332,"GMB","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2013,32,"GMB","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2000,17,"GNB","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2001,474,"GNB","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2002,32,"GNB","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2003,109,"GNB","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2004,30,"GNB","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2005,0,"GNB","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2006,23,"GNB","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2007,27,"GNB","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2008,2,"GNB","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2009,6,"GNB","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2010,5,"GNB","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2011,0,"GNB","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2012,5,"GNB","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2013,0,"GNB","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2000,0,"GRC","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2001,0,"GRC","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2002,0,"GRC","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2003,0,"GRC","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2004,0,"GRC","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2005,0,"GRC","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2006,69,"GRC","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2007,39,"GRC","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2008,56,"GRC","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2009,0,"GRC","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2010,0,"GRC","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2011,90,"GRC","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2012,90,"GRC","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2013,0,"GRC","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2000,31,"GTM","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2001,11,"GTM","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2002,2,"GTM","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2003,4,"GTM","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2004,1,"GTM","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2005,0,"GTM","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2006,1,"GTM","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2007,0,"GTM","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2008,0,"GTM","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2009,0,"GTM","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2010,0,"GTM","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2011,0,"GTM","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2012,0,"GTM","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2013,0,"GTM","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2000,11,"HKG","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2001,1,"HKG","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2002,0,"HKG","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2003,1,"HKG","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2004,1,"HKG","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2005,0,"HKG","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2006,0,"HKG","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2007,0,"HKG","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2008,2,"HKG","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2009,0,"HKG","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2010,2,"HKG","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2011,1,"HKG","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2012,1,"HKG","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2013,0,"HKG","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2000,0,"HND","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2001,0,"HND","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2002,0,"HND","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2003,0,"HND","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2004,0,"HND","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2005,0,"HND","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2006,0,"HND","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2007,0,"HND","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2008,1,"HND","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2009,1,"HND","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2010,1,"HND","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2011,0,"HND","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2012,0,"HND","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2013,0,"HND","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2000,3417,"HRV","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2001,3439,"HRV","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2002,4503,"HRV","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2003,2494,"HRV","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2004,533,"HRV","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2005,372,"HRV","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2006,465,"HRV","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2007,72,"HRV","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2008,37,"HRV","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2009,70,"HRV","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2010,46,"HRV","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2011,82,"HRV","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2012,73,"HRV","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2013,49,"HRV","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2000,6,"HTI","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2001,0,"HTI","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2002,0,"HTI","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2003,0,"HTI","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2004,0,"HTI","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2005,0,"HTI","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2006,0,"HTI","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2007,0,"HTI","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2008,0,"HTI","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2009,0,"HTI","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2010,0,"HTI","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2011,0,"HTI","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2012,0,"HTI","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2013,0,"HTI","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2000,81,"HUN","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2001,20,"HUN","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2002,167,"HUN","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2003,59,"HUN","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2004,22,"HUN","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2005,143,"HUN","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2006,109,"HUN","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2007,30,"HUN","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2008,20,"HUN","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2009,266,"HUN","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2010,0,"HUN","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2011,0,"HUN","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2012,0,"HUN","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2013,0,"HUN","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2000,47815,"IDN","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2001,18186,"IDN","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2002,31882,"IDN","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2003,0,"IDN","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2004,451,"IDN","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2005,17,"IDN","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2006,12,"IDN","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2007,34,"IDN","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2008,28,"IDN","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2009,15,"IDN","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2010,12,"IDN","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2011,6,"IDN","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2012,4,"IDN","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2013,0,"IDN","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2000,52,"IND","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2001,46,"IND","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2002,584,"IND","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2003,4721,"IND","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2004,10028,"IND","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2005,2792,"IND","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2006,445,"IND","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2007,2005,"IND","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2008,1742,"IND","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2009,1499,"IND","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2010,5109,"IND","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2011,2405,"IND","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2012,1556,"IND","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2013,1025,"IND","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2000,958,"IRL","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2001,6,"IRL","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2002,31,"IRL","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2003,15,"IRL","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2004,4,"IRL","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2005,4,"IRL","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2006,5,"IRL","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2007,2,"IRL","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2008,2,"IRL","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2009,3,"IRL","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2010,1,"IRL","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2011,0,"IRL","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2012,0,"IRL","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2013,0,"IRL","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2000,219206,"IRN","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2001,19727,"IRN","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2002,377389,"IRN","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2003,319915,"IRN","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2004,646195,"IRN","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2005,344908,"IRN","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2006,243648,"IRN","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2007,7700,"IRN","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2008,7146,"IRN","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2009,11648,"IRN","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2010,10168,"IRN","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2011,36866,"IRN","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2012,21890,"IRN","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2013,12282,"IRN","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2000,323,"IRQ","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2001,41,"IRQ","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2002,1175,"IRQ","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2003,3835,"IRQ","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2004,863,"IRQ","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2005,104,"IRQ","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2006,110,"IRQ","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2007,193,"IRQ","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2008,102,"IRQ","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2009,26,"IRQ","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2010,265,"IRQ","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2011,0,"IRQ","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2012,3,"IRQ","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2013,0,"IRQ","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2000,9,"ISL","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2001,1,"ISL","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2002,1,"ISL","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2003,0,"ISL","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2004,0,"ISL","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2005,0,"ISL","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2006,0,"ISL","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2007,0,"ISL","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2008,0,"ISL","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2009,2,"ISL","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2010,0,"ISL","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2011,0,"ISL","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2012,0,"ISL","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2013,0,"ISL","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2000,1654,"ISR","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2001,0,"ISR","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2002,39,"ISR","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2003,1,"ISR","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2004,0,"ISR","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2005,0,"ISR","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2006,65,"ISR","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2007,0,"ISR","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2008,0,"ISR","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2009,0,"ISR","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2010,0,"ISR","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2011,101,"ISR","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2012,326,"ISR","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2013,0,"ISR","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2000,331,"ITA","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2001,60,"ITA","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2002,151,"ITA","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2003,49,"ITA","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2004,40,"ITA","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2005,54,"ITA","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2006,42,"ITA","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2007,19,"ITA","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2008,12,"ITA","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2009,10,"ITA","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2010,4,"ITA","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2011,2,"ITA","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2012,75,"ITA","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2013,0,"ITA","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2000,0,"JAM","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2001,0,"JAM","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2002,0,"JAM","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2003,0,"JAM","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2004,0,"JAM","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
2005,0,"JAM","CHD.O.PRO.11.T6","http://popstats.unhcr.org","unhcr-popstats",1
